Factor_ID,Card_ID,Factor_Name,Factor_Type,Factor_Family,Factor_Bank,Cost_Category,Outcome_Category,Cost_Boundary,Performance_Boundary,Technology_or_Scope,Published_Display_Value,Primary_Figure,Parallel_Figures,Value_Low,Value_Base,Value_High,Value_Parse_Note,Currency,Numerator_Unit,Denominator_Unit,Unit_Hint,Frequency,Performance_Basis,Time_Basis,Geography,Sector,Sector_Not_Included,Price_Year,Reference_Year,VAT_Basis,Primary_Evidence_ID,Evidence_Link_Count,Derivation_Method,Interface_Language,Applicability_Caveat,Selection_Group_ID,Selection_Rule,Scenario_Availability,Calc_Readiness,Factor_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Sheet,Source_Row
CEF-0034,CARD-0136,Apply energy and carbon criteria to lease renewals and franchise onboarding — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Applying renewal and onboarding criteria links approval to performance evidence and a funded improvement plan.,"Leased, Tenanted & Franchised Sites",Makes approval conditional on evidence and a funded improvement plan,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Makes approval conditional on evidence and a funded improvement plan,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites and existing franchise operations outside a renewal/onboarding event.,,,,CEVID-0133,1,"Use performance thresholds, responsibilities and completion dates at the decision gate",Applying renewal and onboarding criteria links approval to performance evidence and a funded improvement plan.,Owned sites and existing franchise operations outside a renewal/onboarding event.,SG-INIT-0034,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,35
CEF-0035,CARD-0140,"Include green performance, data and cooperation clauses in leases and franchise agreements — Efficiency",efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Adding green clauses clarifies responsibilities for data, metering, works, renewable energy and service charges.","Leased, Tenanted & Franchised Sites","Light/medium/dark clauses cover data, metering, works, renewable energy and service charges",,,,0,,Single published figure stored as Value_Base.,,,medium,Light/medium/dark clauses cover data metering works renewable energy and service charges,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites with no lease/franchise agreement.,,,,CEVID-0133,1,March 2026 clauses support UK asset types; organisation-specific legal advice remains required,"Adding green clauses clarifies responsibilities for data, metering, works, renewable energy and service charges.",Owned sites with no lease/franchise agreement.,SG-INIT-0035,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,36
CEF-0036,CARD-0144,"Collect and quality-check energy and emissions data from leased, tenanted and franchised sites — Efficiency",efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Using the energy-data platform costs £4.31 per meter per year at full utilisation and centrally manages up to 2,500 meters.","Leased, Tenanted & Franchised Sites","At full utilisation: £4.31/meter/year platform cost intensity and central management of up to 2,500 meter data points; automated readings and invoice/meter imports reduce manual collection and improve completeness, billing accuracy and auditability.","At full utilisation: £4.31/meter/year platform cost intensity and central management of up to 2,500 meter data points; automated readings and invoice/meter imports reduce manual collection and improve completeness, billing accuracy and auditability.",,,4.31,,Single published figure stored as Value_Base.,GBP,money,meter,At full utilisation: /meter/year platform cost intensity and central management of up to meter data points; automated readings and invoice/meter imports reduce manual collection and improve completeness billing accuracy and auditability.,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Sites outside the agreed organisational/reporting boundary.,,,,CEVID-0135,3,"£10,781.25 ÷ 2,500 = £4.31/meter/year. Data coverage = complete and timely sites ÷ in-scope sites. Primary-data rate = verified kWh ÷ total reported kWh. Automation rate = automatically imported records ÷ total records. QA intensity = validation hours ÷ meters.","Using the energy-data platform costs £4.31 per meter per year at full utilisation and centrally manages up to 2,500 meters.",Sites outside the agreed organisational/reporting boundary.,SG-INIT-0036,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,37
CEF-0037,CARD-0148,Secure rights and approval routes for environmental improvements in leased sites — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Securing approval routes shortens approvals and releases projects blocked by missing access or alteration rights.,"Leased, Tenanted & Franchised Sites","Clause routes cover landlord works, tenant alterations and EPC-improving alterations",,,,0,,Single published figure stored as Value_Base.,,,,Clause routes cover landlord works tenant alterations and EPC improving alterations,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites and leases where all relevant rights already exist.,,,,CEVID-0133,1,Use the relevant works/alterations route to release blocked measures,Securing approval routes shortens approvals and releases projects blocked by missing access or alteration rights.,Owned sites and leases where all relevant rights already exist.,SG-INIT-0037,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,38
CEF-0038,CARD-0152,Enable renewable electricity procurement under lease and franchise arrangements — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Reporting both market-based and location-based Scope 2 results strengthens renewable-procurement claims and carbon disclosure.,"Leased, Tenanted & Franchised Sites",Dual Scope 2 reporting preserves commercial and carbon transparency,Dual Scope 2 reporting preserves commercial and carbon transparency,,,2,,Single published figure stored as Value_Base.,,,,Dual Scope reporting preserves commercial and carbon transparency,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Sites where electricity procurement is outside operator influence and no cooperation route exists.,,,,CEVID-0137,1,Report location-based and market-based totals separately where contractual data are available,Reporting both market-based and location-based Scope 2 results strengthens renewable-procurement claims and carbon disclosure.,Sites where electricity procurement is outside operator influence and no cooperation route exists.,SG-INIT-0038,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,39
CEF-0039,CARD-0156,"Agree landlord-tenant decarbonisation plans with actions, funding and accountability — Efficiency",efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Agreeing funded landlord-tenant action plans improves completion, accountability and the release of blocked projects.","Leased, Tenanted & Franchised Sites","Direct impact: higher action-completion and accountability, faster resolution of landlord-occupier dependencies, and more blocked improvement projects released into delivery.",,,,0,,Single published figure stored as Value_Base.,,,,Direct impact: higher action completion and accountability faster resolution of landlord occupier dependencies and more blocked improvement projects released into delivery.,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites or leases with no shared building/utility responsibility.,,,,CEVID-0140,1,Action-completion rate = completed actions ÷ agreed actions. Funded-action rate = actions with confirmed funding ÷ agreed actions. On-time rate = actions completed by agreed date ÷ actions due. Released-project rate = previously blocked projects approved ÷ blocked projects identified. Median delivery time = completion date − plan approval date.,"Agreeing funded landlord-tenant action plans improves completion, accountability and the release of blocked projects.",Owned sites or leases with no shared building/utility responsibility.,SG-INIT-0039,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,40
CEF-0040,CARD-0160,Set and monitor energy-performance standards for franchisees — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Applying franchise standards reduced energy use by 21% across 159 restaurants; 47 franchisees covering 2,170 restaurants committed to a 20% reduction per transaction over 10 years.","Leased, Tenanted & Franchised Sites","21% energy reduction across 159 restaurants; 47 franchisees/2,170 restaurants committed to 20% per transaction over 10 years","21% energy reduction across 159 restaurants; 47 franchisees/2,170 restaurants committed to 20% per transaction over 10 years",,,21,,Single published figure stored as Value_Base.,,percent,²,% energy reduction across restaurants; franchisees/ restaurants committed to % per transaction over years,,published_display,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels and Experiential Leisure with franchise models",Contract Caterers and organisations without franchise operations.,,,,CEVID-0141,1,Published Wendy’s franchise programme outcomes,"Applying franchise standards reduced energy use by 21% across 159 restaurants; 47 franchisees covering 2,170 restaurants committed to a 20% reduction per transaction over 10 years.",Contract Caterers and organisations without franchise operations.,SG-INIT-0040,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,41
CEF-0041,CARD-0164,Complete an Energy Health Check — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Treat 12.5% as identified potential, not delivery: a 30% conversion rate implies c.3.75% risk-adjusted savings.",Energy Management,"Identified saving rate: 12.5%
Typical implementation rate: 30%",Identified saving rate: 12.5%,Typical implementation rate: 30%,,12.5,,Single published figure stored as Value_Base.,,percent,,Identified saving rate: % Typical implementation rate: %,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0145,1,Risk-adjusted saving rate = 12.5% × 30% = 3.75%; load share = end-use energy ÷ total kitchen energy,"Treat 12.5% as identified potential, not delivery: a 30% conversion rate implies c.3.75% risk-adjusted savings.",None,SG-INIT-0041,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,42
CEF-0042,CARD-0168,Install battery storage (BESS) — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,A well-sized battery can lift solar self-consumption from c.35% to 70%–75%; the hotel benchmark is 1 kWh per room.,Energy Procurement & Renewables,"Solar self-consumption: approximately 35% → 70%–75%
Indicative hotel sizing: 1 kWh/room",Solar self-consumption: approximately 35% → 70%–75%,Indicative hotel sizing: 1 kWh/room,70,,75,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,room,Solar self consumption: approximately % → % Indicative hotel sizing: kWh/room,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0148,1,Self-consumption = on-site solar used on site ÷ solar generated,A well-sized battery can lift solar self-consumption from c.35% to 70%–75%; the hotel benchmark is 1 kWh per room.,None,SG-INIT-0042,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,43
CEF-0043,CARD-0172,Upgrade to LED lighting with optimised design and controls — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,LED cuts lighting energy 50%–75%; controls can lift total savings to 70%–80%.,Energy Management,"Lamp-only saving: 50%–75%
LED plus controls: 70%–80%",Lamp-only saving: 50%–75%,LED plus controls: 70%–80%,50,,75,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,,Lamp only saving: % LED plus controls: %,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0152,1,Lighting saving = baseline lighting kWh × verified reduction rate,LED cuts lighting energy 50%–75%; controls can lift total savings to 70%–80%.,None,SG-INIT-0043,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,44
CEF-0044,CARD-0176,Install heat/energy recovery ventilation units — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Recovery efficiency is typically 55%–75%; measured kitchen systems recovered 2.9–4.3 MWh/year.,Energy Management,"Plate exchanger: 55%–65% typical; 80% maximum
Thermal wheel: 65%–75%; 80% maximum",Plate exchanger: 55%–65% typical; 80% maximum,Thermal wheel: 65%–75%; 80% maximum,55,,65,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,,Plate exchanger: % typical; % maximum Thermal wheel: %; % maximum,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0153,1,Recovery efficiency = useful heat recovered ÷ recoverable exhaust heat,Recovery efficiency is typically 55%–75%; measured kitchen systems recovered 2.9–4.3 MWh/year.,None,SG-INIT-0044,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,45
CEF-0045,CARD-0180,Deploy gas boiler additives — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,The controlled result is 13.99%: 21.34% at dosed sites less 7.35% at powerflush-only controls.,Energy Management,"Dosed sites: 21.34% saving
Powerflush-only controls: 7.35% saving",Dosed sites: 21.34% saving,Powerflush-only controls: 7.35% saving,,21.34,,Single published figure stored as Value_Base.,,percent,,Dosed sites: % saving Powerflush only controls: % saving,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0155,1,21.34% − 7.35% = 13.99% attributable saving,The controlled result is 13.99%: 21.34% at dosed sites less 7.35% at powerflush-only controls.,None,SG-INIT-0045,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,46
CEF-0046,CARD-0184,Install air or ground source heat pumps — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"At COP 3, heat costs c.8.0p/kWh versus 6.1p for gas; cost parity requires COP c.4.0.",Energy Procurement & Renewables,Heat pump at COP 3: approximately 8.0p/kWh heat,Heat pump at COP 3: approximately 8.0p/kWh heat,,,3,,Single published figure stored as Value_Base.,,,kWh,Heat pump at COP : approximately p/kWh heat,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0157,1,Heat-pump heat cost = 24.14p ÷ 3 = 8.05p/kWh; gas heat cost = 5.17p ÷ 85% = 6.08p/kWh,"At COP 3, heat costs c.8.0p/kWh versus 6.1p for gas; cost parity requires COP c.4.0.",None,SG-INIT-0046,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,47
CEF-0047,CARD-0188,Utilise cellar cooling across estates — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Estate programmes cut total site energy 8%–11%; bottle-fridge controls saved 25%–71% per unit.,Energy Management,Site energy reduction: 8%–11% across 300+ pubs,Site energy reduction: 8%–11% across 300+ pubs,,8,,11,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,,Site energy reduction: % across + pubs,,published_display,,,Pubs/Bars/Breweries,"Restaurants, QSRs, Hotels, Contract Caterers, Experiential Leisure",,,,CEVID-0164,1,Per-unit saving = baseline kWh − controlled kWh,Estate programmes cut total site energy 8%–11%; bottle-fridge controls saved 25%–71% per unit.,"Restaurants, QSRs, Hotels, Contract Caterers, Experiential Leisure",SG-INIT-0047,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,48
CEF-0048,CARD-0192,Replace gas-fired heating and catering equipment with electric alternatives — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"M&B electrified 100 kitchens and removed gas from 24 sites; Whitbread reached 2,300 low-carbon rooms.",Energy Management,M&B FY2025: 100 kitchens electrified; 24 sites fully off gas,M&B FY2025: 100 kitchens electrified; 24 sites fully off gas,,,2025,,Single published figure stored as Value_Base.,,,,M&B FY: kitchens electrified; sites fully off gas,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0160,1,Deployment growth = current-year completed units − prior-year completed units,"M&B electrified 100 kitchens and removed gas from 24 sites; Whitbread reached 2,300 low-carbon rooms.",None,SG-INIT-0048,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,49
CEF-0049,CARD-0196,Invest in energy-efficiency and renewables infrastructure — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Delivery, not budget, is the KPI: 244 solar sites, 93 in one year, 24 sites off gas and 100 kitchens electrified.",Energy Procurement & Renewables,"Solar estate: 244 sites
Solar installed in one year: 93 sites",Solar estate: 244 sites,Solar installed in one year: 93 sites,,244,,Single published figure stored as Value_Base.,,,,Solar estate: sites Solar installed in one year: sites,,published_display,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0168,1,Delivery rate = completed sites or units ÷ annual programme target,"Delivery, not budget, is the KPI: 244 solar sites, 93 in one year, 24 sites off gas and 100 kitchens electrified.",None,SG-INIT-0049,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,50
CEF-0050,CARD-0200,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing) — Efficiency",efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Segment by asset type: the UK has c.460k listed buildings, while >85% reported satisfactory post-retrofit comfort.",Energy Management,"Listed buildings: approximately 460,000
Post-retrofit thermal satisfaction: >85%","Listed buildings: approximately 460,000",Post-retrofit thermal satisfaction: >85%,,460000,,Single published figure stored as Value_Base.,,percent,,Listed buildings: approximately Post retrofit thermal satisfaction: >%,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0149,1,Thermal-satisfaction rate = satisfied respondents ÷ surveyed respondents,"Segment by asset type: the UK has c.460k listed buildings, while >85% reported satisfactory post-retrofit comfort.",None,SG-INIT-0050,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,51
CEF-0051,CARD-0204,Install smart sub-metering and a building management system (BMS) — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"The value comes from active management: operator programmes report 10%–18% reductions, not from meters alone.",Energy Management,"Data interval: half-hourly
Profile-analysis sample: 81 buildings",Data interval: half-hourly,Profile-analysis sample: 81 buildings,,81,,Single published figure stored as Value_Base.,,,,Data interval: half hourly Profile analysis sample: buildings,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0171,1,Site saving rate = (adjusted baseline kWh − actual kWh) ÷ adjusted baseline kWh,"The value comes from active management: operator programmes report 10%–18% reductions, not from meters alone.",None,SG-INIT-0051,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,52
CEF-0052,CARD-0208,Install on-site solar PV — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Solar supplies c.15%–20% at trading pubs and 40% at a brewery; portfolio yield is c.1,000 kWh/kWp.",Energy Procurement & Renewables,"Trading-site self-supply: 15%–20%
Brewery self-supply: 40%",Trading-site self-supply: 15%–20%,Brewery self-supply: 40%,15,,20,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,,Trading site self supply: % Brewery self supply: %,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0174,1,Self-supply = self-consumed solar kWh ÷ site electricity kWh,"Solar supplies c.15%–20% at trading pubs and 40% at a brewery; portfolio yield is c.1,000 kWh/kWp.",None,SG-INIT-0052,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,53
CEF-0053,CARD-0212,Install voltage optimisation equipment — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"With 40%–60% of load voltage-independent, plan on 4%–8% savings rather than double-digit vendor claims.",Energy Management,"Voltage-independent load: 40%–60%
Planning range for efficient sites: 4%–8%",Voltage-independent load: 40%–60%,Planning range for efficient sites: 4%–8%,40,,60,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,,Voltage independent load: % Planning range for efficient sites: %,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0177,1,Eligible-load saving = voltage-dependent kWh × measured reduction rate,"With 40%–60% of load voltage-independent, plan on 4%–8% savings rather than double-digit vendor claims.",None,SG-INIT-0053,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,54
CEF-0054,CARD-0216,Procure renewable electricity via PPAs or green tariffs — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Report certificates, off-site PPAs and on-site generation separately to expose additionality and prevent >100% claims.",Energy Procurement & Renewables,Primary KPI: contracted renewable share by route,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Primary KPI: contracted renewable share by route,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0182,1,Route share = qualifying kWh for each route ÷ total electricity demand,"Report certificates, off-site PPAs and on-site generation separately to expose additionality and prevent >100% claims.",None,SG-INIT-0054,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,55
CEF-0055,CARD-0220,Enroll sites in demand-side response and flexibility schemes — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Trading-hour constraints matter, yet demand response still secured 25% of 2026/27 T-1 capacity.",Energy Procurement & Renewables,"Historic response windows: 07:00–14:00 and 16:00–22:00
DSR share of T-1 2026/27 capacity: 25%",Historic response windows: 07:00–14:00 and 16:00–22:00,DSR share of T-1 2026/27 capacity: 25%,0,,14,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,27,Historic response windows: : : and : : DSR share of T / capacity: %,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0185,1,Eligible flexible load = non-customer-facing kW available during response windows,"Trading-hour constraints matter, yet demand response still secured 25% of 2026/27 T-1 capacity.",None,SG-INIT-0055,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,56
CEF-0056,CARD-0224,Run staff energy-engagement programmes — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Enablement and automated defaults outperform posters; a practical hospitality target is 2 kWh/hour night baseload.,Energy Management,"Evidence base: 22 studies
Published hospitality target: 2 kWh/hour night-time baseload",Evidence base: 22 studies,Published hospitality target: 2 kWh/hour night-time baseload,,22,,Single published figure stored as Value_Base.,,,hour,Evidence base: studies Published hospitality target: kWh/hour night time baseload,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0188,1,Night-time baseload = closed-hours electricity kWh ÷ closed hours,Enablement and automated defaults outperform posters; a practical hospitality target is 2 kWh/hour night baseload.,None,SG-INIT-0056,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,57
CEF-0057,CARD-0228,Optimise heating controls — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,"Half-hourly analysis found outliers across 81 buildings; Stonegate reports 18% savings across c.4,000 sites.",Energy Management,Profile-analysis sample: 81 buildings,Profile-analysis sample: 81 buildings,,,81,,Single published figure stored as Value_Base.,,,,Profile analysis sample: buildings,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0191,1,Programme reduction = (adjusted baseline kWh − actual kWh) ÷ adjusted baseline kWh,"Half-hourly analysis found outliers across 81 buildings; Stonegate reports 18% savings across c.4,000 sites.",None,SG-INIT-0057,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,58
CEF-0058,CARD-0232,Improve building EPC ratings to B or above — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Punch has 87.5% of pubs at EPC C; Whitbread achieved EPC A at 47 of 62 new hotels.,Energy Management,Punch EPC C coverage: 87.5%; target 100% by end-2026,Punch EPC C coverage: 87.5%; target 100% by end-2026,,,87.5,,Single published figure stored as Value_Base.,,percent,,Punch EPC C coverage: %; target % by end,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0164,1,Coverage rate = sites meeting rating threshold ÷ in-scope sites; 47 ÷ 62 = 75.8%; 4 ÷ 4 = 100%,Punch has 87.5% of pubs at EPC C; Whitbread achieved EPC A at 47 of 62 new hotels.,None,SG-INIT-0058,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,59
CEF-0059,CARD-0236,Connect sites to low-carbon heat networks or solar thermal — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,Track connected sites and sites above 100 MWh/year in heat-network opportunity areas.,Energy Procurement & Renewables,Exposure threshold: >100 MWh/year heat demand,Exposure threshold: >100 MWh/year heat demand,,,100,,Single published figure stored as Value_Base.,,,year,Exposure threshold: > MWh/year heat demand,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0196,1,Adoption rate = connected sites ÷ in-scope sites,Track connected sites and sites above 100 MWh/year in heat-network opportunity areas.,None,SG-INIT-0059,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,60
CEF-0060,CARD-0240,Procure certified green gas or biomethane — Efficiency,efficiency,Energy & Buildings,Efficiency Factors,,Efficiency,,The UK retired 4.2 TWh of certificates from 130 plants in 2025; report certified share and residual gas demand.,Energy Procurement & Renewables,"UK certificates retired in 2025: 4.2 TWh
Biomethane-to-grid plants: 130",UK certificates retired in 2025: 4.2 TWh,Biomethane-to-grid plants: 130,,2025,,Single published figure stored as Value_Base.,,,,UK certificates retired in : TWh Biomethane to grid plants:,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0203,1,Certified share = certified gas MWh ÷ total gas MWh; residual fossil gas = total gas MWh − certified gas MWh,The UK retired 4.2 TWh of certificates from 130 plants in 2025; report certified share and residual gas demand.,None,SG-INIT-0060,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,61
