Factor_ID,Card_ID,Factor_Name,Factor_Type,Factor_Family,Factor_Bank,Cost_Category,Outcome_Category,Cost_Boundary,Performance_Boundary,Technology_or_Scope,Published_Display_Value,Primary_Figure,Parallel_Figures,Value_Low,Value_Base,Value_High,Value_Parse_Note,Currency,Numerator_Unit,Denominator_Unit,Unit_Hint,Frequency,Performance_Basis,Time_Basis,Geography,Sector,Sector_Not_Included,Price_Year,Reference_Year,VAT_Basis,Primary_Evidence_ID,Evidence_Link_Count,Derivation_Method,Interface_Language,Applicability_Caveat,Selection_Group_ID,Selection_Rule,Scenario_Availability,Calc_Readiness,Factor_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Sheet,Source_Row
CPF-0037,CARD-0146,Secure rights and approval routes for environmental improvements in leased sites — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Securing approval routes counts verified tCO₂e from improvement projects released for delivery.,"Leased, Tenanted & Franchised Sites",,,,,,,Empty published value; numeric columns left blank.,,,,,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites and leases where all relevant rights already exist.,,,,,0,,Securing approval routes counts verified tCO₂e from improvement projects released for delivery.,Owned sites and leases where all relevant rights already exist.,SG-INIT-0037,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,38
CPF-0038,CARD-0150,Enable renewable electricity procurement under lease and franchise arrangements — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Procuring qualifying renewable electricity changes contract-specific market-based Scope 2 tCO₂e/year, with supplier-evidenced physical abatement reported separately.","Leased, Tenanted & Franchised Sites",Market-based Scope 2 effect: contract-specific tCO₂e/year from eligible renewable electricity. Physical/additional abatement: supplier-evidenced tCO₂e/year only.,Market-based Scope 2 effect: contract-specific tCO₂e/year from eligible renewable electricity. Physical/additional abatement: supplier-evidenced tCO₂e/year only.,,,2,,Single published figure stored as Value_Base.,,mass_or_carbon,year,Market based Scope effect: contract specific tCO₂e/year from eligible renewable electricity. Physical/additional abatement: supplier evidenced tCO₂e/year only.,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Sites where electricity procurement is outside operator influence and no cooperation route exists.,,,,CEVID-0137,4,"Market-based effect = eligible kWh × (pre-change supplier factor; otherwise residual-mix factor; otherwise grid-average factor − post-change supplier/product factor) ÷ 1,000. Landlord route: use only kWh explicitly allocated to the tenant and covered by retired certificates. Additional abatement = eligible kWh × supplier-evidenced additional kgCO₂e/kWh ÷ 1,000. Report location-based emissions separately and unchanged.","Procuring qualifying renewable electricity changes contract-specific market-based Scope 2 tCO₂e/year, with supplier-evidenced physical abatement reported separately.",Sites where electricity procurement is outside operator influence and no cooperation route exists.,SG-INIT-0038,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,39
CPF-0039,CARD-0154,"Agree landlord-tenant decarbonisation plans with actions, funding and accountability — Carbon abatement",carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Completing actions under the signed landlord-tenant plan produces verified tCO₂e savings per site per year.,"Leased, Tenanted & Franchised Sites",Enabled downstream abatement: verified tCO₂e/site/year from actions completed under the signed landlord-tenant plan; no standalone abatement credited to the plan itself.,,,,,,Display text has no parseable number; numeric columns left blank.,,mass_or_carbon,site,Enabled downstream abatement: verified tCO₂e/site/year from actions completed under the signed landlord tenant plan; no standalone abatement credited to the plan itself.,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites or leases with no shared building/utility responsibility.,,,,CEVID-0140,1,"Σ completed actions [(weather/activity-adjusted baseline kWh − actual kWh) × reporting-year fuel-specific kgCO₂e/kWh] ÷ 1,000. Separate landlord- and occupier-controlled loads; assign each action and saving once.",Completing actions under the signed landlord-tenant plan produces verified tCO₂e savings per site per year.,Owned sites or leases with no shared building/utility responsibility.,SG-INIT-0039,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,40
CPF-0040,CARD-0158,Set and monitor energy-performance standards for franchisees — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Applying franchise HVAC and kitchen standards reduced energy use by 21% across 159 restaurants, with carbon calculated from measured fuel and electricity savings.","Leased, Tenanted & Franchised Sites",,,,,,,Empty published value; numeric columns left blank.,,,,,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels and Experiential Leisure with franchise models",Contract Caterers and organisations without franchise operations.,,,,,0,,"Applying franchise HVAC and kitchen standards reduced energy use by 21% across 159 restaurants, with carbon calculated from measured fuel and electricity savings.",Contract Caterers and organisations without franchise operations.,SG-INIT-0040,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,41
CPF-0041,CARD-0162,Complete an Energy Health Check — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"The audit found 12.5% energy savings, but a 30% implementation rate cuts delivered potential to c.3.75% of baseline.",Energy Management,"Energy savings identified: 17,560 MWh/year; 12.5% of consumption","Energy savings identified: 17,560 MWh/year; 12.5% of consumption",,,17560,,Single published figure stored as Value_Base.,,percent,year,Energy savings identified: MWh/year; % of consumption,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0144,1,Risk-adjusted delivered saving = identified saving × implementation rate,"The audit found 12.5% energy savings, but a 30% implementation rate cuts delivered potential to c.3.75% of baseline.",None,SG-INIT-0041,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,42
CPF-0042,CARD-0166,Install battery storage (BESS) — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Battery capacity alone does not cut carbon; value comes from renewable charging, discharged kWh and round-trip efficiency.",Energy Procurement & Renewables,Published carbon saving: not disclosed,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Published carbon saving: not disclosed,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0147,1,"Net avoided tCO2e = [renewable electricity discharged × displaced-grid factor − charging losses × charging-source factor] ÷ 1,000","Battery capacity alone does not cut carbon; value comes from renewable charging, discharged kWh and round-trip efficiency.",None,SG-INIT-0042,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,43
CPF-0043,CARD-0170,Upgrade to LED lighting with optimised design and controls — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"LED saves c.200–250 kgCO2e/MWh; Travelodge’s 20.2 GWh reduction implies c.4,000–5,000 tCO2e/year.",Energy Management,Avoided carbon: 200–250 kgCO2e/MWh saved,Avoided carbon: 200–250 kgCO2e/MWh saved,,200,,250,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,mass_or_carbon,MWh,Avoided carbon: kgCOe/MWh saved,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0151,1,"Programme abatement = 20,200 MWh × 200–250 kgCO2e/MWh ÷ 1,000 = 4,040–5,050 tCO2e/year","LED saves c.200–250 kgCO2e/MWh; Travelodge’s 20.2 GWh reduction implies c.4,000–5,000 tCO2e/year.",None,SG-INIT-0043,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,44
CPF-0044,CARD-0174,Install heat/energy recovery ventilation units — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Hospitality cases avoided 0.9–1.2 tCO2e/year; air-side heat-pump recovery can cut whole-building CO2 by up to 12%.,Energy Management,"Hospitality kitchen cases: 928.8–1,218 kgCO2e/year","Hospitality kitchen cases: 928.8–1,218 kgCO2e/year",,928.8,,1218,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,mass_or_carbon,year,Hospitality kitchen cases: kgCOe/year,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0154,2,"Avoided tCO2e = recovered useful heat × displaced-fuel factor ÷ 1,000 − additional fan or heat-pump emissions",Hospitality cases avoided 0.9–1.2 tCO2e/year; air-side heat-pump recovery can cut whole-building CO2 by up to 12%.,None,SG-INIT-0044,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,45
CPF-0045,CARD-0178,Deploy gas boiler additives — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Reported cases saved 7.4–10+ tCO2; the controlled comparison attributes 13.99% of heating savings to the additive.,Energy Management,Reported carbon: 7.4 tCO2 over 2 months; >10 tCO2 across 3 branches,Reported carbon: 7.4 tCO2 over 2 months; >10 tCO2 across 3 branches,,,7.4,,Single published figure stored as Value_Base.,,mass_or_carbon,,Reported carbon: tCO over months; > tCO across branches,,published_display,month,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0155,1,Attributable heating saving = 21.34% dosed result − 7.35% powerflush-only control = 13.99%,Reported cases saved 7.4–10+ tCO2; the controlled comparison attributes 13.99% of heating savings to the additive.,None,SG-INIT-0045,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,46
CPF-0046,CARD-0182,Install air or ground source heat pumps — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Heat pumps target Whitbread’s largest Scope 1 source: >70% comes from gas and LPG equipment.,Energy Procurement & Renewables,Whitbread Scope 1 from gas and LPG equipment: >70%,Whitbread Scope 1 from gas and LPG equipment: >70%,,,1,,Single published figure stored as Value_Base.,,percent,,Whitbread Scope from gas and LPG equipment: >%,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0159,2,"Avoided tCO2e = [baseline gas kWh × gas factor − delivered heat ÷ seasonal COP × grid factor] ÷ 1,000",Heat pumps target Whitbread’s largest Scope 1 source: >70% comes from gas and LPG equipment.,None,SG-INIT-0046,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,47
CPF-0047,CARD-0186,Utilise cellar cooling across estates — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Greene King reported 5,126 tCO2/year across 1,700+ pubs, equal to c.3.0 tCO2 per outlet.",Energy Management,"Estate carbon saving: 5,126 tCO2/year","Estate carbon saving: 5,126 tCO2/year",,,5126,,Single published figure stored as Value_Base.,,mass_or_carbon,year,Estate carbon saving: tCO/year,annual,published_display,annual,,Pubs/Bars/Breweries,"Restaurants, QSRs, Hotels, Contract Caterers, Experiential Leisure",,,,CEVID-0163,2,"5,126 tCO2 ÷ 1,700 outlets = 3.02 tCO2/outlet-year","Greene King reported 5,126 tCO2/year across 1,700+ pubs, equal to c.3.0 tCO2 per outlet.","Restaurants, QSRs, Hotels, Contract Caterers, Experiential Leisure",SG-INIT-0047,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,48
CPF-0048,CARD-0190,Replace gas-fired heating and catering equipment with electric alternatives — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Carbon falls only when gas removed exceeds replacement-electricity emissions; calculate from actual equipment loads.,Energy Management,Scope 1 combustion removed: 100% of displaced gas/LPG emissions,Scope 1 combustion removed: 100% of displaced gas/LPG emissions,,,1,,Single published figure stored as Value_Base.,,percent,LPG,Scope combustion removed: % of displaced gas/LPG emissions,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0160,1,"Avoided tCO2e = [displaced gas kWh × gas factor − replacement electricity kWh × grid factor] ÷ 1,000",Carbon falls only when gas removed exceeds replacement-electricity emissions; calculate from actual equipment loads.,None,SG-INIT-0048,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,49
CPF-0049,CARD-0194,Invest in energy-efficiency and renewables infrastructure — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Capex is not abatement: Marston’s £5.4m solar rollout targets 600 tCO2/year, or c.5 t/site.",Energy Procurement & Renewables,Standalone investment abatement: zero,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Standalone investment abatement: zero,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0166,2,Programme abatement = sum of verified funded-project savings; 600 ÷ 120 = 5 tCO2/site-year,"Capex is not abatement: Marston’s £5.4m solar rollout targets 600 tCO2/year, or c.5 t/site.",None,SG-INIT-0049,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,50
CPF-0050,CARD-0198,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing) — Carbon abatement",carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,A fabric-only UK retrofit cut weather-normalised heating 27% while indoor temperature rose 0.46°C.,Energy Management,Weather-normalised heating reduction: 27%,Weather-normalised heating reduction: 27%,,,27,,Single published figure stored as Value_Base.,,percent,,Weather normalised heating reduction: %,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0169,1,Heating reduction = (adjusted baseline kWh − post-retrofit kWh) ÷ adjusted baseline kWh,A fabric-only UK retrofit cut weather-normalised heating 27% while indoor temperature rose 0.46°C.,None,SG-INIT-0050,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,51
CPF-0051,CARD-0202,Install smart sub-metering and a building management system (BMS) — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"The controls programme avoided c.130 tCO2e/year, including 49 t from occupancy controls.",Energy Management,Total BMS programme: approximately 130 tCO2e/year,Total BMS programme: approximately 130 tCO2e/year,,,130,,Single published figure stored as Value_Base.,,mass_or_carbon,year,Total BMS programme: approximately tCOe/year,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0171,2,Programme abatement = sum of verified measure-level electricity and gas savings × applicable historical factors,"The controls programme avoided c.130 tCO2e/year, including 49 t from occupancy controls.",None,SG-INIT-0051,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,52
CPF-0052,CARD-0206,Install on-site solar PV — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"The rollout targets 600 tCO2/year across 120 pubs, or c.5 tCO2 per site.",Energy Procurement & Renewables,Marston’s: 600 tCO2/year across 120 pubs; approximately 5 tCO2/site-year,Marston’s: 600 tCO2/year across 120 pubs; approximately 5 tCO2/site-year,,,600,,Single published figure stored as Value_Base.,,mass_or_carbon,year,Marston’s: tCO/year across pubs; approximately tCO/site year,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0166,2,"600 ÷ 120 = 5 tCO2/site-year; future abatement = self-consumed solar kWh × current grid factor ÷ 1,000","The rollout targets 600 tCO2/year across 120 pubs, or c.5 tCO2 per site.",None,SG-INIT-0052,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,53
CPF-0053,CARD-0210,Install voltage optimisation equipment — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,The only named case reports 40 tCO2/year; other claims need metered kWh isolated from LED and controls.,Energy Management,Named case: 40 tCO2/year,Named case: 40 tCO2/year,,,40,,Single published figure stored as Value_Base.,,mass_or_carbon,year,Named case: tCO/year,annual,published_display,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0177,1,"Avoided tCO2e = verified post-installation kWh saving × current grid factor ÷ 1,000",The only named case reports 40 tCO2/year; other claims need metered kWh isolated from LED and controls.,None,SG-INIT-0053,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,54
CPF-0054,CARD-0214,Procure renewable electricity via PPAs or green tariffs — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Certificates reduce reported market-based Scope 2, not physical demand; do not double count the same kWh.",Energy Procurement & Renewables,Certificate tariff: market-based Scope 2 reduction; location-based physical reduction zero,Certificate tariff: market-based Scope 2 reduction; location-based physical reduction zero,,,2,,Single published figure stored as Value_Base.,,,,Certificate tariff: market based Scope reduction; location based physical reduction zero,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0181,1,"Market-based reduction = contracted kWh × (previous supplier factor − qualifying contract factor) ÷ 1,000","Certificates reduce reported market-based Scope 2, not physical demand; do not double count the same kWh.",None,SG-INIT-0054,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,55
CPF-0055,CARD-0218,Enroll sites in demand-side response and flexibility schemes — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Demand response is not automatically low carbon; >80% historically used backup generation, which can raise emissions.",Energy Procurement & Renewables,Published initiative tCO2e saving: not available,Published initiative tCO2e saving: not available,,,2,,Single published figure stored as Value_Base.,,mass_or_carbon,,Published initiative tCOe saving: not available,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0185,1,"Net tCO2e = shifted or curtailed kWh × (event-period grid factor − rebound-period factor) ÷ 1,000","Demand response is not automatically low carbon; >80% historically used backup generation, which can raise emissions.",None,SG-INIT-0055,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,56
CPF-0056,CARD-0222,Run staff energy-engagement programmes — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Calculate carbon from measured fuel savings; no operator publishes a defensible staff-engagement tCO2e result.,Energy Management,Operator-disclosed tCO2e saving: not available,Operator-disclosed tCO2e saving: not available,,,2,,Single published figure stored as Value_Base.,,mass_or_carbon,,Operator disclosed tCOe saving: not available,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0186,1,"Avoided tCO2e = (electricity kWh saved × grid factor + gas kWh saved × gas factor) ÷ 1,000",Calculate carbon from measured fuel savings; no operator publishes a defensible staff-engagement tCO2e result.,None,SG-INIT-0056,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,57
CPF-0057,CARD-0226,Optimise heating controls — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Use degree-day-normalised heating kWh; no operator publishes a controls-only tCO2e result.,Energy Management,Published hospitality tCO2e saving: not available,Published hospitality tCO2e saving: not available,,,2,,Single published figure stored as Value_Base.,,mass_or_carbon,,Published hospitality tCOe saving: not available,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0190,2,"Avoided tCO2e = (degree-day-adjusted baseline kWh − actual heating kWh) × fuel factor ÷ 1,000",Use degree-day-normalised heating kWh; no operator publishes a controls-only tCO2e result.,None,SG-INIT-0057,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,58
CPF-0058,CARD-0230,Improve building EPC ratings to B or above — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"An EPC rating saves no carbon itself; count only the underlying fabric, lighting, controls and heating measures.",Energy Management,Standalone EPC abatement: zero,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Standalone EPC abatement: zero,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0194,2,Project abatement = sum of verified measure-level kWh savings × applicable emission factors,"An EPC rating saves no carbon itself; count only the underlying fabric, lighting, controls and heating measures.",None,SG-INIT-0058,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,59
CPF-0059,CARD-0234,Connect sites to low-carbon heat networks or solar thermal — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Heat-network carbon depends on verified kgCO2e/kWh; wastewater recovery shows up to 1.2 tCO2e/year.,Energy Procurement & Renewables,Required network factor: kgCO2e/kWh delivered,Required network factor: kgCO2e/kWh delivered,,,2,,Single published figure stored as Value_Base.,,mass_or_carbon,kWh,Required network factor: kgCOe/kWh delivered,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0196,2,Avoided tCO2e = baseline heat emissions − network or solar-thermal emissions,Heat-network carbon depends on verified kgCO2e/kWh; wastewater recovery shows up to 1.2 tCO2e/year.,None,SG-INIT-0059,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,60
CPF-0060,CARD-0238,Procure certified green gas or biomethane — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"SBTi does not recognise certificate-only Scope 1 cuts: 1,000 MWh represents 182 tCO2e but remains a reporting scenario.",Energy Procurement & Renewables,Current SBTi-recognised Scope 1 reduction: zero,Current SBTi-recognised Scope 1 reduction: zero,,,1,,Single published figure stored as Value_Base.,,,,Current SBTi recognised Scope reduction: zero,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0200,2,"Reported tonnes = 1,000 MWh × 0.18231 tCO2e/MWh = 182.31 tCO2e; cost = 1,000 × £5–£20 = £5,000–£20,000","SBTi does not recognise certificate-only Scope 1 cuts: 1,000 MWh represents 182 tCO2e but remains a reporting scenario.",None,SG-INIT-0060,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,61
CPF-0061,CARD-0242,Certify sites to ISO 50001 energy management — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,"Certification enables, but does not create, abatement; comparable programmes sustained c.4% annual savings for >10 years.",Energy Management,Certification-only abatement: zero,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Certification only abatement: zero,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0206,1,"Enabled tCO2e = verified energy saving by fuel × applicable emission factor ÷ 1,000","Certification enables, but does not create, abatement; comparable programmes sustained c.4% annual savings for >10 years.",None,SG-INIT-0061,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,62
CPF-0062,CARD-0246,Install power factor correction — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Carbon is limited to site cable and transformer losses; the only quantified estimate is c.105 kgCO2/year per unit.,Energy Management,Secondary carbon estimate: approximately 105 kgCO2/unit-year,Secondary carbon estimate: approximately 105 kgCO2/unit-year,,,105,,Single published figure stored as Value_Base.,,,unit,Secondary carbon estimate: approximately kgCO/unit year,,published_display,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0210,2,Avoided kgCO2e = measured reduction in member-side loss kWh × grid factor,Carbon is limited to site cable and transformer losses; the only quantified estimate is c.105 kgCO2/year per unit.,None,SG-INIT-0062,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,63
CPF-0063,CARD-0250,Build to BREEAM 'Very Good' or above — Carbon abatement,carbon,Energy & Buildings,Carbon Factors,,Carbon abatement,,Certification itself saves no carbon; one Whitbread design change avoided c.650 tCO2e of construction emissions.,Energy Management,Certification-only operational abatement: zero,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Certification only operational abatement: zero,,published_display,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0160,1,Project carbon saving = baseline design embodied tCO2e − selected design embodied tCO2e,Certification itself saves no carbon; one Whitbread design change avoided c.650 tCO2e of construction emissions.,None,SG-INIT-0063,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,64
CPF-0064,CARD-0254,Allocate responsibility at Board level — Carbon abatement,carbon,Governance,Carbon Factors,,Carbon abatement,,Allocate responsibility at Board level creates 0 standalone tCO₂e; customer value comes from verified downstream reductions.,General,Indirect (Governance Enabler) – High,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Indirect (Governance Enabler) High,,published_display,,,All,None,,,,CEVID-0214,1,Enabled abatement = Σ verified reductions from delivered actions triggered by the initiative; assign zero standalone tCO₂e to governance or reporting.,Allocate responsibility at Board level creates 0 standalone tCO₂e; customer value comes from verified downstream reductions.,None,SG-INIT-0064,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,65
