Factor_ID,Card_ID,Factor_Name,Factor_Type,Factor_Family,Factor_Bank,Cost_Category,Outcome_Category,Cost_Boundary,Performance_Boundary,Technology_or_Scope,Published_Display_Value,Primary_Figure,Parallel_Figures,Value_Low,Value_Base,Value_High,Value_Parse_Note,Currency,Numerator_Unit,Denominator_Unit,Unit_Hint,Frequency,Performance_Basis,Time_Basis,Geography,Sector,Sector_Not_Included,Price_Year,Reference_Year,VAT_Basis,Primary_Evidence_ID,Evidence_Link_Count,Derivation_Method,Interface_Language,Applicability_Caveat,Selection_Group_ID,Selection_Rule,Scenario_Availability,Calc_Readiness,Factor_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Sheet,Source_Row
CCF-0011,CARD-0041,"Implement power management for small-power, IT and server-room equipment — Cost",cost,Energy & Buildings,Cost Factors,Cost,Cost,"Applying computer and server power management requires supplier services, installation and staff time; budget per site, project or equipment unit.",,Buildings & Refrigerants & Fugitive Emissions,,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Hotels, larger Restaurants/QSRs, Pubs/Bars/Breweries, Contract Caterers and Experiential Leisure with material managed IT loads",Sites with only negligible or landlord-controlled IT loads.,,,,,0,,"Applying computer and server power management requires supplier services, installation and staff time; budget per site, project or equipment unit.",Sites with only negligible or landlord-controlled IT loads.,SG-INIT-0011,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,12
CCF-0012,CARD-0045,Upgrade lift and escalator drives and controls — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Upgrading lift drives, regenerative braking and standby controls costs £27,500 per lift.",,Buildings & Refrigerants & Fugitive Emissions,"£27,500 per lift","£27,500 per lift",,,27500,,Single published figure stored as Value_Base.,GBP,money,,per lift,,,,,"Hotels, Experiential Leisure and multi-storey hospitality sites with controlled lifts/escalators",Single-storey sites and landlord-controlled vertical transport.,,,,CEVID-0072,1,"£18,000 controller + £9,500 VVVF-driven main machine = £27,500","Upgrading lift drives, regenerative braking and standby controls costs £27,500 per lift.",Single-storey sites and landlord-controlled vertical transport.,SG-INIT-0012,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,13
CCF-0013,CARD-0049,"Optimise swimming-pool circulation, heating, covers and backwashing — Cost",cost,Energy & Buildings,Cost Factors,Cost,Cost,"Installing variable-speed pool circulation and operating controls costs £3,000 per variable-speed drive.",,Buildings & Refrigerants & Fugitive Emissions,"£3,000 per variable-speed drive","£3,000 per variable-speed drive",,,3000,,Single published figure stored as Value_Base.,GBP,money,,per variable speed drive,,,,,Hotels and Experiential Leisure with swimming pools,All sites without pools; landlord-controlled pool plant.,,,,CEVID-0078,1,"1 drive × £3,000","Installing variable-speed pool circulation and operating controls costs £3,000 per variable-speed drive.",All sites without pools; landlord-controlled pool plant.,SG-INIT-0013,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,14
CCF-0014,CARD-0053,Replace high-GWP refrigerants with lower-GWP alternatives during planned plant intervention — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Switching to lower-GWP refrigerants costs 11% incremental refrigeration-equipment capex.,,Buildings & Refrigerants & Fugitive Emissions,11% incremental refrigeration-equipment capex,11% incremental refrigeration-equipment capex,,,11,,Single published figure stored as Value_Base.,,percent,,% incremental refrigeration equipment capex,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure","Equipment where the alternative is unsafe, unlawful or incompatible without full replacement.",,,,CEVID-0081,1,Low-GWP system equipment cost = conventional system equipment cost × 1.11,Switching to lower-GWP refrigerants costs 11% incremental refrigeration-equipment capex.,"Equipment where the alternative is unsafe, unlawful or incompatible without full replacement.",SG-INIT-0014,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,15
CCF-0015,CARD-0057,Install refrigerant leak detection and implement rapid repair — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Cost benchmarks for leak detection and rapid repair are £500 single sensor; £4,000 for 2–8 probes; £5,000 for 9–16; £10,000 for up to 32; +£300 per additional probe.",,Buildings & Refrigerants & Fugitive Emissions,"£500 single sensor; £4,000 for 2–8 probes; £5,000 for 9–16; £10,000 for up to 32; +£300/additional probe (2019 ETL claim-value proxy)","£500 single sensor; £4,000 for 2–8 probes; £5,000 for 9–16; £10,000 for up to 32; +£300/additional probe (2019 ETL claim-value proxy)",,2,,8,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,additional,single sensor; for probes; for ; for up to ; +/additional probe ( ETL claim value proxy),,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Equipment with no refrigerant charge or outside the operator's maintenance control.,,,,CEVID-0083,1,"1 sensor = £500; 2–8 = £4,000; 9–16 = £5,000; ≤32 = £10,000; each extra = £300","Cost benchmarks for leak detection and rapid repair are £500 single sensor; £4,000 for 2–8 probes; £5,000 for 9–16; £10,000 for up to 32; +£300 per additional probe.",Equipment with no refrigerant charge or outside the operator's maintenance control.,SG-INIT-0015,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,16
CCF-0016,CARD-0061,Maintain a governed refrigerant inventory and leakage record — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Maintaining an asset-level refrigerant inventory requires data set-up, validation and ongoing administration; budget per site, asset or meter.",,Buildings & Refrigerants & Fugitive Emissions,,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Equipment demonstrably outside the reporting and maintenance boundary.,,,,,0,,"Maintaining an asset-level refrigerant inventory requires data set-up, validation and ongoing administration; budget per site, asset or meter.",Equipment demonstrably outside the reporting and maintenance boundary.,SG-INIT-0016,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,17
CCF-0017,CARD-0065,Recover refrigerants at equipment end of life and document transfer — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Recovering refrigerants during equipment decommissioning costs £265/visit (<20 kg); £295 (21–100 kg); £390 (101–200 kg); +£150 weekend.,,Buildings & Refrigerants & Fugitive Emissions,£265/visit (<20 kg); £295 (21–100 kg); £390 (101–200 kg); +£150 weekend,£265/visit (<20 kg); £295 (21–100 kg); £390 (101–200 kg); +£150 weekend,,21,,100,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,visit,/visit (< kg); ( kg); ( kg); + weekend,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Equipment outside the organisation's decommissioning or procurement control.,,,,CEVID-0087,1,1 visit × applicable F-gas quantity band; >201 kg = sum of applicable band charges,Recovering refrigerants during equipment decommissioning costs £265/visit (<20 kg); £295 (21–100 kg); £390 (101–200 kg); +£150 weekend.,Equipment outside the organisation's decommissioning or procurement control.,SG-INIT-0017,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,18
CCF-0018,CARD-0069,"Upgrade refrigeration equipment, doors, seals, fans and controls — Cost",cost,Energy & Buildings,Cost Factors,Cost,Cost,"Upgrading refrigeration equipment, doors, seals, fans and controls costs £10,296.33 per fridge case-normalised project cost; £6,177.67 net of stated grant.",,Buildings & Refrigerants & Fugitive Emissions,"£10,296.33 per fridge case-normalised project cost; £6,177.67 net of stated grant","£10,296.33 per fridge case-normalised project cost; £6,177.67 net of stated grant",,,10296.33,,Single published figure stored as Value_Base.,GBP,money,,per fridge case normalised project cost; net of stated grant,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Landlord- or supplier-owned equipment without operator upgrade authority.,,,,CEVID-0092,1,"£30,889 ÷ 3 = £10,296.33; (£30,889−£12,356) ÷ 3 = £6,177.67","Upgrading refrigeration equipment, doors, seals, fans and controls costs £10,296.33 per fridge case-normalised project cost; £6,177.67 net of stated grant.",Landlord- or supplier-owned equipment without operator upgrade authority.,SG-INIT-0018,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,19
CCF-0019,CARD-0073,Adopt a validated warmer freezer setpoint where product and food-safety rules allow — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Raising validated freezer setpoints from −18°C to −15°C requires supplier services, installation and staff time; budget per site, project or equipment unit.",,Buildings & Refrigerants & Fugitive Emissions,,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Products/equipment requiring colder temperatures or lacking technical and food-safety approval.,,,,,0,,"Raising validated freezer setpoints from −18°C to −15°C requires supplier services, installation and staff time; budget per site, project or equipment unit.",Products/equipment requiring colder temperatures or lacking technical and food-safety approval.,SG-INIT-0019,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,20
CCF-0020,CARD-0077,Phase out fossil-fuelled patio heaters and avoid unnecessary outdoor heating — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Cost benchmarks for outdoor-heating changes are £378–£599 per commercial infrared heater; £3,969 premium design-led unit; £300–£500 per dedicated circuit.",,Buildings & Refrigerants & Fugitive Emissions,"£378–£599 per commercial infrared heater; £3,969 per premium design-led heater; £300–£500 per dedicated outdoor circuit","£378–£599 per commercial infrared heater; £3,969 per premium design-led heater; £300–£500 per dedicated outdoor circuit",,378,,599,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,,per commercial infrared heater; per premium design led heater; per dedicated outdoor circuit,,,,,"Restaurants, Pubs/Bars/Breweries and Hotels with outdoor trading areas",Sites without outdoor heating or without authority over the equipment/energy.,,,,CEVID-0097,3,"1 × £378–£599; 1 × £3,969; 1 circuit × £300–£500","Cost benchmarks for outdoor-heating changes are £378–£599 per commercial infrared heater; £3,969 premium design-led unit; £300–£500 per dedicated circuit.",Sites without outdoor heating or without authority over the equipment/energy.,SG-INIT-0020,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,21
