Factor_ID,Card_ID,Factor_Name,Factor_Type,Factor_Family,Factor_Bank,Cost_Category,Outcome_Category,Cost_Boundary,Performance_Boundary,Technology_or_Scope,Published_Display_Value,Primary_Figure,Parallel_Figures,Value_Low,Value_Base,Value_High,Value_Parse_Note,Currency,Numerator_Unit,Denominator_Unit,Unit_Hint,Frequency,Performance_Basis,Time_Basis,Geography,Sector,Sector_Not_Included,Price_Year,Reference_Year,VAT_Basis,Primary_Evidence_ID,Evidence_Link_Count,Derivation_Method,Interface_Language,Applicability_Caveat,Selection_Group_ID,Selection_Rule,Scenario_Availability,Calc_Readiness,Factor_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Sheet,Source_Row
CTF-0011,CARD-0043,"Implement power management for small-power, IT and server-room equipment — Payback",timing,Energy & Buildings,Timing Factors,,Payback,,Calculate payback for computer and server power management as quoted implementation cost ÷ verified annual utility and maintenance savings.,Buildings & Refrigerants & Fugitive Emissions,Not calculable from published data,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Not calculable from published data,,,,,"Hotels, larger Restaurants/QSRs, Pubs/Bars/Breweries, Contract Caterers and Experiential Leisure with material managed IT loads",Sites with only negligible or landlord-controlled IT loads.,,,,CEVID-0071,1,Implementation labour cost was not reported,Calculate payback for computer and server power management as quoted implementation cost ÷ verified annual utility and maintenance savings.,Sites with only negligible or landlord-controlled IT loads.,SG-INIT-0011,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,12
CTF-0012,CARD-0047,Upgrade lift and escalator drives and controls — Payback,timing,Energy & Buildings,Timing Factors,,Payback,,Calculate payback for lift drive and control upgrades as quoted implementation cost ÷ verified annual utility and maintenance savings.,Buildings & Refrigerants & Fugitive Emissions,Site-specific,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Site specific,,,,,"Hotels, Experiential Leisure and multi-storey hospitality sites with controlled lifts/escalators",Single-storey sites and landlord-controlled vertical transport.,,,,CEVID-0074,2,"£27,500 ÷ (baseline annual lift kWh × 56% × actual £/kWh)",Calculate payback for lift drive and control upgrades as quoted implementation cost ÷ verified annual utility and maintenance savings.,Single-storey sites and landlord-controlled vertical transport.,SG-INIT-0012,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,13
CTF-0013,CARD-0051,"Optimise swimming-pool circulation, heating, covers and backwashing — Payback",timing,Energy & Buildings,Timing Factors,,Payback,,Installing variable-speed pool circulation and operating controls has a cited payback of 3.0 years typical; 1.11 years in Leicester case.,Buildings & Refrigerants & Fugitive Emissions,3.0 years typical; 1.11 years in Leicester case,3.0 years typical; 1.11 years in Leicester case,,,3,,Single published figure stored as Value_Base.,,,,years typical; years in Leicester case,,,year,,Hotels and Experiential Leisure with swimming pools,All sites without pools; landlord-controlled pool plant.,,,,CEVID-0080,2,"£3,000 ÷ £1,000/year = 3.0; £20,063 ÷ £18,000/year = 1.11",Installing variable-speed pool circulation and operating controls has a cited payback of 3.0 years typical; 1.11 years in Leicester case.,All sites without pools; landlord-controlled pool plant.,SG-INIT-0013,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,14
CTF-0014,CARD-0055,Replace high-GWP refrigerants with lower-GWP alternatives during planned plant intervention — Payback,timing,Energy & Buildings,Timing Factors,,Payback,,Switching to lower-GWP refrigerants has a cited payback of <3 years simple payback.,Buildings & Refrigerants & Fugitive Emissions,<3 years simple payback,<3 years simple payback,,,3,,Single published figure stored as Value_Base.,,,,< years simple payback,,,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure","Equipment where the alternative is unsafe, unlawful or incompatible without full replacement.",,,,CEVID-0081,1,Published Sobeys transcritical-CO2 system result with heat reclaim,Switching to lower-GWP refrigerants has a cited payback of <3 years simple payback.,"Equipment where the alternative is unsafe, unlawful or incompatible without full replacement.",SG-INIT-0014,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,15
CTF-0015,CARD-0059,Install refrigerant leak detection and implement rapid repair — Payback,timing,Energy & Buildings,Timing Factors,,Payback,,"Installing refrigerant leak detection and rapid repair has a cited payback of rapid-repair benchmark, 2–3 years for small leaks; <1 year for large leaks.",Buildings & Refrigerants & Fugitive Emissions,Rapid-repair benchmark: 2–3 years for small leaks; <1 year for large leaks,Rapid-repair benchmark: 2–3 years for small leaks; <1 year for large leaks,,2,,3,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,,,Rapid repair benchmark: years for small leaks; < year for large leaks,,,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Equipment with no refrigerant charge or outside the operator's maintenance control.,,,,CEVID-0085,1,Published payback for locating and repairing commercial-refrigeration leaks,"Installing refrigerant leak detection and rapid repair has a cited payback of rapid-repair benchmark, 2–3 years for small leaks; <1 year for large leaks.",Equipment with no refrigerant charge or outside the operator's maintenance control.,SG-INIT-0015,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,16
CTF-0016,CARD-0063,Maintain a governed refrigerant inventory and leakage record — Payback,timing,Energy & Buildings,Timing Factors,,Payback,,Calculate payback for refrigerant inventory management as quoted implementation cost ÷ verified annual utility and maintenance savings.,Buildings & Refrigerants & Fugitive Emissions,,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Equipment demonstrably outside the reporting and maintenance boundary.,,,,,0,,Calculate payback for refrigerant inventory management as quoted implementation cost ÷ verified annual utility and maintenance savings.,Equipment demonstrably outside the reporting and maintenance boundary.,SG-INIT-0016,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,17
CTF-0017,CARD-0067,Recover refrigerants at equipment end of life and document transfer — Payback,timing,Energy & Buildings,Timing Factors,,Payback,,Evaluate end-of-life refrigerant recovery using the collection cost per visit rather than a standalone payback.,Buildings & Refrigerants & Fugitive Emissions,Not a standalone payback measure,,,,,,Display text has no parseable number; numeric columns left blank.,,,,Not a standalone payback measure,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Equipment outside the organisation's decommissioning or procurement control.,,,,CEVID-0090,1,"Financial case depends on contractor fee, treatment charge and any recovered-gas credit",Evaluate end-of-life refrigerant recovery using the collection cost per visit rather than a standalone payback.,Equipment outside the organisation's decommissioning or procurement control.,SG-INIT-0017,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,18
CTF-0018,CARD-0071,"Upgrade refrigeration equipment, doors, seals, fans and controls — Payback",timing,Energy & Buildings,Timing Factors,,Payback,,"Upgrading refrigeration equipment, doors, seals, fans and controls has a cited payback of 2.06 years gross; 1.24 years net of stated grant.",Buildings & Refrigerants & Fugitive Emissions,2.06 years gross; 1.24 years net of stated grant,2.06 years gross; 1.24 years net of stated grant,,,2.06,,Single published figure stored as Value_Base.,,,,years gross; years net of stated grant,,,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Landlord- or supplier-owned equipment without operator upgrade authority.,,,,CEVID-0094,1,"£30,889 ÷ £15,000 = 2.06; (£30,889−£12,356) ÷ £15,000 = 1.24","Upgrading refrigeration equipment, doors, seals, fans and controls has a cited payback of 2.06 years gross; 1.24 years net of stated grant.",Landlord- or supplier-owned equipment without operator upgrade authority.,SG-INIT-0018,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,19
CTF-0019,CARD-0075,Adopt a validated warmer freezer setpoint where product and food-safety rules allow — Payback,timing,Energy & Buildings,Timing Factors,,Payback,,Calculate payback for the warmer freezer setpoint as quoted implementation cost ÷ verified annual utility and maintenance savings.,Buildings & Refrigerants & Fugitive Emissions,,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Products/equipment requiring colder temperatures or lacking technical and food-safety approval.,,,,,0,,Calculate payback for the warmer freezer setpoint as quoted implementation cost ÷ verified annual utility and maintenance savings.,Products/equipment requiring colder temperatures or lacking technical and food-safety approval.,SG-INIT-0019,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,20
CTF-0020,CARD-0079,Phase out fossil-fuelled patio heaters and avoid unnecessary outdoor heating — ROI,timing,Energy & Buildings,Timing Factors,,ROI,,Eliminating one 2-hour gas-heater use avoids £9.30 in operating cost.,Buildings & Refrigerants & Fugitive Emissions,£9.30 avoided per 2-hour gas-heater use eliminated,£9.30 avoided per 2-hour gas-heater use eliminated,,,9.3,,Single published figure stored as Value_Base.,GBP,money,,avoided per hour gas heater use eliminated,,,,,"Restaurants, Pubs/Bars/Breweries and Hotels with outdoor trading areas",Sites without outdoor heating or without authority over the equipment/energy.,,,,CEVID-0101,1,£9.30 × number of eliminated 2-hour uses,Eliminating one 2-hour gas-heater use avoids £9.30 in operating cost.,Sites without outdoor heating or without authority over the equipment/energy.,SG-INIT-0020,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,21
CTF-0021,CARD-0083,Conduct whole-life carbon assessments for major capital projects — ROI,timing,Energy & Buildings,Timing Factors,,ROI,,Evaluate whole-life carbon assessment using the assessment cost per project and any avoided redesign or material-change cost.,Capital Goods (sub group supply chain),,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Minor works below the organisation's approved materiality threshold.,,,,,0,,Evaluate whole-life carbon assessment using the assessment cost per project and any avoided redesign or material-change cost.,Minor works below the organisation's approved materiality threshold.,SG-INIT-0021,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,22
CTF-0022,CARD-0087,Set operational-energy and embodied-carbon targets for new construction and major refurbishment — ROI,timing,Energy & Buildings,Timing Factors,,ROI,,Compare the cost of setting energy and carbon targets and the selected-solution premium with the like-for-like baseline.,Capital Goods (sub group supply chain),,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Experiential Leisure; Contract Caterers only where delegated asset/capital control is documented","Exclude sites where the operator does not control the relevant asset, utility, specification or capital decision.",,,,,0,,Compare the cost of setting energy and carbon targets and the selected-solution premium with the like-for-like baseline.,"Exclude sites where the operator does not control the relevant asset, utility, specification or capital decision.",SG-INIT-0022,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,23
CTF-0023,CARD-0091,Apply carbon criteria at capital-project investment and design gates — ROI,timing,Energy & Buildings,Timing Factors,,ROI,,Compare the cost of carbon checks with the redesign and rework avoided later in the project.,Capital Goods (sub group supply chain),,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Experiential Leisure; Contract Caterers only where delegated asset/capital control is documented","Exclude sites where the operator does not control the relevant asset, utility, specification or capital decision.",,,,,0,,Compare the cost of carbon checks with the redesign and rework avoided later in the project.,"Exclude sites where the operator does not control the relevant asset, utility, specification or capital decision.",SG-INIT-0023,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,24
CTF-0024,CARD-0095,Require EPDs or product-specific carbon data for priority materials and equipment — ROI,timing,Energy & Buildings,Timing Factors,,ROI,,Evaluate EPD requirements using data and evaluation cost per product category plus the selected-product price delta.,Capital Goods (sub group supply chain),,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Low-materiality purchases outside the approved priority list.,,,,,0,,Evaluate EPD requirements using data and evaluation cost per product category plus the selected-product price delta.,Low-materiality purchases outside the approved priority list.,SG-INIT-0024,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,25
